account_address,EXPR_1,EXPR_2
0x58a32fd2dd8b3645e8af2aa76abe297dfa356c91,452.25645110012954,47
0x5160c415dd4a0538d10b2fda4c63fcb3dbb16240,450.378744347509,6
0x7b81ad88fbd836a44ecb4cd22b2176510ea7a3ff,449.91558267670337,200
0x842a94027672e30f5030fd18851f50ccddea8771,444.2503155701649,170
0xa1dd4a2dce5cbaff022685a30ac7970ade5322eb,443.24893606660373,32
0xfb07b142b99cf26033149b29774fafa9f7238c37,441.64020245269495,5
0xabd3f333ee058327ecc4e5e67ee9a7c8beb4c361,441.5007769098816,14
0xba71b56fd0b590ed2a6992ed57a34c1391940513,436.358520356624,18
0xbc70ab86a222de34c9a48ebe69f39f4aa9cb026c,431.2321381106647,12
0x98646b9d2e552033ad89b55ca8d70a4c0b9f05d3,422.68414931564405,1
0xf43e1b41fffbe4cde9a17a7a3cdcaf482aa5c7aa,421.18121835345255,5
0xe55a6c9fe20e886e9f5e706109f5ae7cf10ac853,420.6648653731308,150
0x073577eaae3bf8001ce037c7f2172425f4e7e31f,420.1978037083905,253
0x53ec0827e778507dd03d83653f93f9a772f84237,418.8825481228694,29
0xa43d6a2c3683471a5f31f96df642b00d4e620ab8,414.74798551700667,10
0x45ceb615748fe9456fa3af956e0cb1c2f2227fc9,413.11018656798643,68
0x21470c3d83716b40030a2e7585adf5916b9eb4c1,412.03779142370047,41
0xaad813a35b3f3e9582987b3892343b967ab0e7f8,407.76908096687225,1
0x3f63c4e73fa3e17b42b1d55b8f462dd07a2837ef,406.1132268944944,5
0x62681431ed471e400b9e5923a71848e4b838e9fd,405.32858619121157,36
0x01109d665a002b1bcba3b70033001b00db000028,403.2014527328009,228
0x26d58bf977f2bad59ae9c0c07168ab5bceb92400,400.50615308521606,17
0xe3110cc4144320e999a4bde2cb699ce9e7e1eea7,394.04102797038064,6
0x75af0cc2dde751d54037fb1fe2124bb5c2ec826e,393.39582742374887,229
0x79143bcb0d5ad4a37dc132806d7ae9ff6a147459,392.8486738292844,83
0x67f5ec9402b4309383a40c6686fcd2f4b7d40420,389.51575565344575,33
0xa455715c002e840040af009bc600040f58991795,389.3349112694783,90
0x000000c778adda98963d8b8152229e55f92950cd,387.1324422873655,132
0x72e7bb54b23a5f987422a45a58511fb5ed0d0a4f,386.9372154581197,36
0xe9673491148d1e8edbb943f5826963e588999653,385.17681823023963,118
0x038b677f4f9cfea8049138d3ea35d23bdd444592,380.23108710895224,2
0x9c13c4741af4f2a35a6599ccb4ac0481139a6c32,372.8503303953221,2
0x4aa67cbe75681f05f68a8f35d6164abec3c0af0a,371.20691338548005,4
0x4d394e7bf612a5ad37fa63134a228657f5cadf00,368.4093126197527,879
0x54a9f36e4cb2d0ff596f87e6ecc1e566c97c4878,367.28796070771386,3
0xf8143bd5f97d632d5aa45be6af7419712ad4e3d5,361.591205764258,10
0x1d4818c1c0ae92a55226d77540d98fef3be99d76,358.5520210653257,218
0xb882c8c28ad439c9d086e4f204473473cb57fa74,357.62277468466135,40
0xdd65b3b5a8cd858d0d6c77e9d2a40ca1261a5b70,355.47313941331777,571
0xf60214bc58a36e6027505406099447ca42729e8a,353.1948060600391,17
0x25c545bd50943806fe8661235f399fcf2e8de2bd,346.2696735259912,36
0x297d8c3eddd4f5cc673e4f7760e13a09748fbaa8,345.768888001852,5
0xaf003dd98df4e500001f868d950042004bf3c8c5,343.4175746643252,55
0xc734d73e469ecd8e96490e16fbc243480e365e4b,343.11566308791174,8
0xc87999001359ebd2d338bb712bc42709b099afd2,342.06099957548156,1
0x0308fa6785335e70f00a2a8d0e0af0fac48f42ae,338.12404070288795,241
0x80af81987a5e0eea25a1a0c778b41036c215c01e,337.77638058804746,48
0x5bd253b97e594655b0f01b129fbc51e052ce2368,336.9791893168504,1
0xee1f5b292e1c8ec67de065c14d9c79adc00900cf,335.983168405335,74
0x6e3dc0818e77942ed99097ad0c37c119739a335c,334.68834941949524,170
0x52900daa89594b835502ab0fa5d47f90777e9919,330.9459297335106,14
0xf2c5f149804c82cb6a99973f050a1bb398a343f6,328.03381712467035,1
0xca75939dad7aa7ec4ee707f2e9f1a2b33c62c71e,326.4714407226853,254
0x01e746d68ef084198e10e85d76fd3e6c4a109529,323.9335938225693,189
0xf1a54b07001c368c509984e6453e138c17244cd5,321.34356074701753,58
0x689209519e78947d52b862748e059fad1238d689,319.9411071255503,9
0xcb94955ca571d1037ef347006555bff6d498dbda,317.3181255651261,241
0x5ff1de9214e2e188e1a7602002f5689a19690501,313.30070531920666,161
0xfebac80e40346891450e786458a072e90ac29b66,311.98150871179155,1
0xe77ceae67da618320f9e093b2afdc6857c27efe9,310.9875729556437,237
0x4cf9760bc0a08e797ab9ecc6ced463f54b95b5d0,310.18780843678206,35
0xe136a259ae0cef8ad5f5b49a4513c57dbe0738e3,309.9556512739871,17
0xae34b698972b05309e11e981b56e7064272b41b2,307.53348563077725,28
0xa94aa839678189db06e782245cbc1dd4ee30b352,307.2552352817631,4
0x847e2fb60e2622b5bba045b90d4545558547c0b1,304.24709611355144,13
0x15d9cddacc976fce114a6fc824a155c163c782d9,302.0391326311418,220
0x5831a7d200e08d9de291d44883df5a2fc5cab148,299.8724400080711,6
0xc84e57568e089aa6226380af45a674a391cf95a8,288.8359377647122,22
0xc0882b36752c0b4b10e1ecd058dbed506128e9f9,282.7629642186767,72
0x00000000002c1066b322ff02ad10e8901161804c,281.6695347862302,9
0xd1eb11f782821b62547ec283192db12ff581e485,279.3552679374284,322
0xcf752171997efe7cb0228619305cc60a94fd1a0b,278.65923507409167,20
0x0000000000b19acb01ce6f497ecc5e36e0a5b0e7,278.08022022400297,98
0x0000008bc2777973efc9fcc74a3b0cfdf48003c6,276.4676987687619,123
0x9c3a246289a95997e2cc2c62ed1fd6576503f95c,272.55008776944044,1
0xe50d74a190e23302a4f77db2d204399cbaf1fb75,270.81885545838225,13
0x7a04a46c08eeb73b19ee6e068ee4a126fa3e68ba,270.54923698162816,1
0x43feca223e943057947d371337bfbfed9c08de23,269.56437965311864,33
0x942a70014b6ba71ec84b16e1604fc76b1071eaf9,269.3024432084741,5
0x315191ed6ff3d684c2a6e85439de90c99833b95a,269.2774723943121,4
0x9794a83deedbb4e41128c991d238670050ca79fe,268.0181970556551,145
0xebe90676dacd6f03b480d96a159eaeae9d78b3c9,266.888863595623,757
0xca97e83ba3a43a38b7dd53dd3d3c787ef28755b9,265.50997886630137,5
0x6561752136eae87b2d0e5fabf2acef51614d4be8,263.8505195441059,248
0x0220f4a362f92c10d77ab62576e1c59a65c1f95f,262.5271113777835,70
0x5a91cd815feca2fe21225ada1bf6b96d8012edc8,261.0622043414791,7
0xdfa60e3cfcb05fca317b10b830a0409c8b8e5d19,261.00601668046846,9
0x8e1180f3bf6e7551b8d3d77deb8dae25d349a294,260.09985039720226,9
0x070cdc903211929bd38555a215456601d990b2c2,257.4411332529697,31
0x7b6a13d999b2707f78a0647269cae55f0be03838,254.55966235571717,63
0x184d35938c6c9205d7d2db1b4708a695fa026289,252.81738335895105,15
0x6e67b65d8318bb116862d0a245b04de4edb916b6,252.32646499593514,6
0x72e81ed258cc5a0f2f8152e89258abf26daaa9a6,252.237015072885,124
0x39f265838ac2e5834ff45dccdea047d3f5cc9193,252.22501247020733,10
0x7c79f0e69db72b30d3e5a2927bb6e0bb4d4a3682,250.2451990687686,57
0xa323f6472876f22d78dd5ae347fc460dc3e6d1a2,249.76704222925986,61
0xf4c0b43610915d80a6f08e85ac47391132cae9f4,241.1312253437073,37
0x3200000008286f00b43691e0513f6a4a0becae52,240.4923081512202,85
0xfb05f1afbec95735aff1acd4dff73c42232609dd,237.45490192275986,7
0xb00b56ab050d1af7be268da72333339304dc0ed9,235.75491893435736,14
0xdd97d8d2d3ec959fafe55d1f1007bbe3eb2a9b33,234.26617570645072,9
0xe4c963287e4b6c18e95ddd56aee8a2db87d9402f,233.587259563062,17
0xd149eb0bedd3cb29115251dd4c4eedef64be8a72,233.32935125108366,34
0x1c5345953cbadafac5fcd58b62e5b0c5df6120e4,230.6293938759713,5
0x2fa5fa3673ccee478486fa682facdb7f7c98792b,222.67489907783616,1
0xc2dd565bf95f6eb7037c59eac72b41ae48db8750,221.4347716777563,1
0x0b31d69102c0fc7f47b520bf04194c0615723c4d,215.268303178572,1
0x6aa9ec530fca012579e780338cf0520cec0bced5,214.36896795833124,16
0xf571a878f1516c7868e7280cc6afe6bcd473d328,211.15378844463197,1
0xfaadbd398d9906ca9724e3b2f305721957d952e5,210.62026597807784,1
0xfd7c5a21442ad2dd0c94962aa668d85e2c78211d,207.09998700803436,27
0x4bd22ffdc6000000e42900e56fb300f400200431,204.62602720435538,37
0xb353a7cf1ce834c9095e0beba81247774aaa6f8d,204.12517630125345,34
0x1d3ec7128d3f47a20f27da8affb7998687a5124a,202.12543391656516,12
0xa8e7437833f4c2f4f36f8e4559db91bea951bfa9,201.13580300785435,24
0xc4e71621ae0ec5821eab2bd21bdc31ebd7842cc9,200.97231056918156,6
0xa5620c55db8c9d8f86cc350c67ded533a7e0240f,197.50790258144244,15
0x3d3554dc662c757f5a170fd03afa0bd5e85a2c79,197.40479128076754,1
0x6fe269c27b169b116662cf2698f9ca8c8c445f78,194.883487368,1
0xca608a7d9da0bc9c61b19995c708533b6adb32bf,193.59914076053929,35
0xf0343df4ac92e2b1ee8fc6277d0667d7ec975686,193.0260286773622,5
0xa6a44ab3febc3acbfc2217f7c42a50b6683aebb2,192.05278948890563,44
0x9f019c1ceea41f0ad081a00b04d3876e5f67df9b,190.08660574420708,13
0x03f18d47418539cffaacf827fd65cfef7889b9f7,188.4675799379869,5
0x8b235bcc3d77dd152b5da537b0135fac74f4848c,187.95950378676707,59
0x7777165f9850d843af68e04909cd36ab880279cc,185.89968385526566,1
0x231273a75a34d1cd74aa52828cb02afe0b820ba7,184.18401277533994,1
0xfef5f822499347f9a667275ac70f490e2d015a5f,184.09658787047442,19
0x9bc46bc89fb148b81b890023e420f227ef4fdae9,182.02140147655268,2
0x60dc891ff31e2493bbeba4bdccc7ff741ae4e426,181.9467157455452,239
0x826b047eec82880135819b44bf246851e21c6887,181.33589671504896,11
0x2986dc2c75974c279fafa347f452d54ecd954140,181.0318896758315,4
0xbaf30002faf07a255689749ccc667cb26dba5603,180.81440158785963,1
0x1fe1275110cd0fb440d6599ab02bfc50ed6bc7ec,179.87746298815478,1
0x78956435420bf50cbf41b4b5bf08a7b414d49f8e,178.88114693491755,71
0x033799a2d32dcdc3c4d2e9e9c797a2eb87002b60,176.65893983412644,1
0x0000f5d56e61f679c698c4ce3652bd12cb940000,176.49446464663322,7
0x120aa5a09562b2dab952b204bbfc7f923d59a5fd,176.23125736533865,41
0x0000000009070ca68e084a9556df8bfdaefc9aab,175.3504484361165,78
0x7827c82645ebfe46dd2ef3da64a5aa4cdba3d2cd,175.10006734094657,26
0x055adf51362b4c1884a9cd44987b68c6b4255eb2,174.78063437484187,53
0x40c4a6dcf0ef8e9a55c7c9e7b97df132e4894ee7,173.39688019049976,233
0x21ea4c97ab78e6ff069ee4cb89ad350467c7742f,172.17458235204248,1
0x5508a1bfc9f069c04e4752c6a59fcd650489238d,171.38004917264297,29
0x4323dbcb77318e39d9de7f3e9be20faf0c1e368f,171.25859504855597,588
0x0f4f825a95090e37167fa557e2b29628b241017e,171.0362538490229,6
0x0efb149b46896cb74814951957edfb51b0daf775,170.08047961894525,461
0x18b22d8494851af627710e38476ce03dbb9b7b9d,169.6694713778984,7
0x986f3a104622e8d848ac0735f81945e64129c5f0,166.40529879361057,1
0x7550336d8643f296d4bf9529e6a877384444c27f,166.3541146204728,18
0xbb41827948e02aad855c6856aec5b81bd27835c6,166.3394797899723,14
0xaef6e2537088b5e5f5972f9e2168ead2de6509c1,161.40374437181225,168
0xe5859535c2b0c93a7db8aab9c7eacdee9758c4f4,160.37511540654694,1
0x3d59c2e7023874a4992b25ba63ac087ea0bb821a,156.97098885235636,1
0x66f35c9adf56f148cac033db9bf8e641ff93888a,155.9808106368385,14
0x7a9f900c8b574c968e1e6967cf80b6ce234c3616,154.55460436616144,1
0x6ce0a61492ba6580dc2261ab057d3aeccd3ba03c,154.0480962326281,24
0xdcd885849cfe509c01c97622acc81e25015c1be8,151.53340560499998,1
0x05a45b64f049eb0b5a1e036b8c4ce0433b35c152,151.01790727828174,120
0xaf3db9eccdf310f68d9fd9a34c20f6fa3a7a64a8,150.3063009718332,182
0x0ff022af560d120c4b46814867613f464e1eeb0c,146.9908180797969,1
0xe8221ef6fba9b0c4a73c36d1004954128e395e63,146.2189989845381,32
0xe72227add1dcc2e82f9042472f7daaa3106bde16,144.95987130027285,2
0xeb9e67d9e2bb0c2c88e63a1d8ab7605f327c3de7,144.8522121688854,1
0x56fd0b44b3e65eefe319e901bd15ac74dc0691a6,144.08240219297747,1
0x000000000003d8996a6286de5e55a463b0d60a68,143.70853902955662,12
0xce7fa792de09e5eb811a7aeec9ddc838f8a27337,141.7001501495955,4
0x3d46d4047658a9c27789a3e7b9a2257d134a41be,141.45146292682062,178
0x08b0874834744ddd2569349a081482c5544dc076,136.2108904875543,57
0x00000000a991c429ee2ec6df19d40fe0c80088b8,135.53668106964238,128
0xe4cb661549c9ca802d7646a160326405afef14ba,135.39375108416914,14
0x2512a3ac82582c398240985cb341b4f198f336c2,133.87170888929154,1
0x05ecb02922074aa94724e919dc49fedc407c0680,130.90101824756977,1
0x717961eb477f0887f2c6c9d408040fb060c6f6ee,130.29029641979483,29
0x8c5014a62f592176173c7e2581350aa75232773c,129.39824426869646,179
0x8ca29409cb0300515f2d499ee1d18b3b50c095d5,127.83145027644326,1
0x37ef7c24bf4a54ae18f7bf64153e39e9257c5b56,126.56693234121997,2
0xefb42b35b64c2946b2c3fbe2d5c147c101e5736b,119.5194504287225,1
0x43dea97e75237ba81bc806c7047b48321f19ab9d,119.45310021457182,19
0xccd30b36e2918ac2d6dc1eb0815d190fb1eb11f3,118.677445872857,161
0xec71aaa003ad24dd1f2120b3d243e03adabc872b,117.9158282253582,1
0xd67590d41afb8728e59611e23daefa366898ada4,117.81380239358832,3
0x022aa2114451cb077545d221f9353fc2795c02e9,117.60025029487609,21
0x9357dd3844efef1643e332dc934765d28c85e562,117.49353344698659,45
0x0000000000092d9b0cb7fdcd2e0bbc6f0007e2ee,116.12921133839201,118
0xe1eee0a9f249676f44450c77e248f629ccce25ae,116.08687217607765,1
0x00000000090d2fc39aa551b14f288bd4490db52c,116.02622261438431,78
0x30b432de2e4939a57c1fc74a9af954b994fd1a30,115.3787131913997,176
0x4c6443e168b28b0ac8324eb5c7eccf5249309a38,115.29129669422275,7
0xe5999c1e15b9a2388280fdaa2ecb9120092840b5,115.27984451531557,1
0x9fa3f19e983cc7eedb83937784053478ed8deacd,114.67288230882212,19
0xb8304b0439b03283fc64f25b1cc881fca52f6937,114.09357878518605,18
0x8d1420a6957b890468c13e17425ac288845cf7cd,109.66616864009096,1
0x4c5eca3b592fdcf923704585f9dee79a15ac4d48,109.62679391346987,1
0x2f68f5e99303c11a5e9d0b086d0a25342ba33d1d,109.53399171610019,107
0x5eef14716b0f9889e4e1514d7974c5e2358ee569,109.30891301456977,1
0x8c638a38cf6856bb4b36abc2aa98182214c9b0d6,109.21535627330819,9
0xd96641e20b175d33bfafe0f57aeec278d6814062,108.9039194894462,4
0xafe88fdb2c1b9a0dcc108efbbfc19cf7117de61b,108.60212820987104,15
0x2be80927a7030acb86a9076db03524e91bbec385,108.12253608148175,10
0xb707bc6a206180ddfa661abed768580a088158c1,107.33192249590132,5
0x0360e027c6355486c8b5f5cc85f54337a0b05b0e,107.2473672915816,12
0xab530190ce6c5ec923016fac133a315361a7254d,106.87689049052713,4
0xfbead5d1c762f7e5534360faae8a2c83d06546c5,106.82949546965523,1
0x22e48b030b8c94bc73d16c09f62e7fae71a4f7f4,105.66918649796096,7
0x0ad502ac6298e0997e1f5678e4fbb9039a4241a9,105.45354081680999,85
0x4ddd25ab2bbc3fffc0a3002a3a9325bd0937a670,104.91768914734159,1
0x36830739e24495f2b829d32bb137b810a66e8016,104.78360147640885,1
0xf5a6db7de1da60cf5c13fc68d57086592a789a3f,104.71805486271003,36
0x8b838839274ec77e65e7c4c9ceb6264cf9948d8b,103.65335162011347,189
0x4a9241c31658a24f844b35aa28483a9f71b04809,101.76107967081177,1
0x516cc06b7216c2d3b0b75d5b3cf49afeff3b8519,101.50792742057881,11
0x087c33781418a7599f862f3b75d82f66c3cfa7fc,100.87841860866627,17
0x99bf6e1cdf65c46e405cf83ea47e80eb928bca8f,100.83460810713068,6
0x343198c9fd4302f359bc7f44345c6db8bab7e61f,99.09378690697402,11
0xf9b175535a07fffa1d9e1fc4bbc1f6abede370d4,98.21395832430578,158
0xaf61204a9e5114b20748b17be9c25f365cb0070e,98.05888902793345,6
0x0000000000fbcaf22009ef39f5316bc58d9728aa,96.41213583695965,642
0xcde350fc6aa1fdf63e0a52d6e2aa5cc3127b675f,95.63341905834653,7
0x8e764be4288b842791989db5b8ec067279829809,95.47239872214517,2
0x000000000d8a63afa3ebdbba2d75f66e683079eb,94.31216826074231,14
0x7b4e8024708f2009d4ca25857658ca6476e49284,94.08003620316438,1
0xb0206ea5a74f811026351c15dfabf1f54169fd2b,93.86420219050689,1
0x66fdafaa4eccec8619c734eba1f271d8cb3aabc7,93.77843863317617,78
0xe70f893bba5dba0528c0f67e032a9d7d87aabbab,93.3178941346469,128
0xf74034e3041a28779e426cad3567fddc2dd2896f,93.31188044144858,44
0xef179acfd1b1b3c5d4261348a5425319d1abdfbf,93.2817406510849,70
0x91e2439c15cfe06a68ba465a82eb1e5cf54b35a5,92.54802079241257,7
0x9cfeb99c4a64771ab46623aad492d878e87cbb99,92.46986088392143,1
0x9e218bf09585436f03cb021143d5dae1230786cd,92.40036133705702,1
0xe5f8f023d366d201253d78979fa284eafce2dca5,92.09562489219965,32
0xc27229e0971e6ae4ea44d159a6c6442971e90156,91.80513721677367,41
0x895aa590c671a2ef2793f0c300eadecfa0411586,91.19136710057666,1
0x1eed9689af76aeac89be085320e3e5be692bec2e,90.7433477825611,84
0x7f34e24b9e9ce685074816987d35dae4035d6a2a,90.59358727209934,1
0xc755e8316bca4e7288582ad911add5dafc383de6,90.45391210654516,7
0xcb1af458b06ed92eef72a001996c483fe54c1f01,90.15864319383756,1
0x000000000036c4a8bc37321e9cd4f09412b2325a,90.11397121573289,66
0x41b64041b464a932abf4eb0232e0f365c681eb8a,89.29604614088645,13
0x601905274adc7f2af819032ad8d78ea1a83aa549,88.13647300532256,192
0xfd488776e34ab10c9dc1054252e011d4edc24565,88.08856445994473,8
0xa66569364f991d59d3a0b28e08aef1b733e73493,87.45987053765901,64
0xec9c52caf4908edcc99dd24cd438a0e8fb905e3d,87.2658318452013,1
0x029098167218e621bf5b9402adaf914140e82121,87.05905001510796,8
0xfded224f43ddf6c51a0d470dc8d19d13910a6531,86.83510722566993,1
0x353621973728934d0a3d79341edfa8707cac4d7a,86.74844432703142,1
0x166e45394c7d4aa5b25dd25625f5d4c245c760e3,86.25243712224469,1
0xd1e1f250da3a2a1ed712a701483db97290fe5073,84.18459768321422,3
0xc79eb641599e51930acd560c9dd60d81ca4fb831,84.10371376118451,17
0xcb5fa3befd23dea83bb584322890e7479aea9a7a,84.05478801180969,1
0x0d3f565b5f3f9d0909d722744f94351b4accacc1,83.27901609744512,88
0xa453dd176a536ccb800deefc67cc2ff12f824962,81.92140577531012,1
0x0ebbe6a540faa7070473cc3167a2c4718b31db46,81.5478107697457,25
0x4c51ee9d67c7d9684455e8cbfb75cac7962ec000,81.4514955160463,40
0xba2f5fd368f0f078492362493f73c2c9bcd79baa,81.30700409265962,1
0x7d4fcde29d2b06579f7f1a8e26f5db2d04b5a05b,80.74482800322562,1
0x8ca10df7c6817c465eaecbf7a44e3142c24b3191,80.33411439582889,10
0x6dafcb31f7b090d3104533df5fbf0f592793eea3,79.83845835172511,1
0xe55384b8cafbc4861236f480677ae66b91ef186f,79.79898766911921,1
0x0f5fee0c8b1cc0f3c0b64ea84015e516da5003dc,79.03545160719888,1
0x2a28e4821edcc3651d343bfd79765086329f7e1c,78.7145257593035,1
0x98e0f796a89f8f2094eb6640b221fb89fb06fb04,78.20403839707862,1
0xb5d6a23be5e1ff5c2c8e68e47f72e846c8886b21,77.49322616558379,18
0xff522e0390d141bcaffd05e370b200aec0c126f5,77.45533654986065,1
0x0000000000e0d44643c6c731145c6567ca510d10,76.9563120157927,32
0x1cf79ed56e523875d7fb68fedb5f4b26d49e0f54,75.37546220512644,1
0x670165fdd717b7eb9d2a1d28073e217ff14fb5e0,74.67226929738796,1
0x611897eee1b583327e567e020f2e7ac65a3fcdc8,74.39651366372992,1
0x0000000008bcafac2bba4c4e3c9c2eb4ba8362fd,74.19233801906321,36
0x4b9a093d47ad79941968ba0f33dddc8c57fe8c63,73.63414644431917,283
0xa46fecbec069e479187f66fc645155ea6d93a3d9,73.08915599949096,152
0xe7911cdf5ac92dda8037f75e902b83e1985ef8e0,72.57256802756545,1
0x000000000068fa30df737c5810074dc0837aeeec,71.80978824563024,30
0x1b7769935966f9271bca6cb8adb02194c8aa6df0,71.60315462542216,2
0x8315a4c4c3613d0ad0f01374c73155dc61ee8d01,71.43692375011126,1
0x91f425ae555d4fe88c79fb3ccde15b2eb38ecaa6,71.19392367139515,1
0xa11689e79259bcf925454ea6c7a7474d9cd19120,70.42878863322751,1
0xd1d4880b0be5f65e2abf78f99c0099cea0471660,70.30917270648402,1
0x73f8e60e07b912a93ede0208e8ad5c154ca9032a,70.02340882839394,1
0xb71fe2b28441a45e903884f196fc86bf25284e46,69.3182729279292,1
0x6ecca50756dbdfae47036e5ec2eac0d88549c9b4,68.69048634891118,4
0xbd06a76e88b113f4f4c3a86ff0f6824f943b7cfb,68.29079192565646,8
0x0aabc115b9ba9423f973a5151cbb8229b5a024d7,68.24744864693835,13
0x8e724f649573ba75147b7e8d4cded797a1fef5a6,68.03574721304116,1
0x0000000000197fd7b8dd9456c27d0d7b6ace1d50,67.90958756254247,12
0x22c17ec7189904c3030d17c3c5d71a05b5494494,67.78260028410992,18
0x1ce3b5c518bdbdebfa8944bf3c3074b2a8952b5a,67.50276484339265,26
0x7b31f5415b683edbb2f47d25de4fcfc005ed9e4e,67.0820554234485,1
0x00000000000a8111c431de6f303ab4b4e983c28f,66.57132906135948,26
0x4289fe28b5a23e9a1c07cc64deaed731473559e7,65.4454778144626,2
0x3ecc6202e096fb14b4c00b61a96d669da1166a93,64.93693331189738,20
0xcc93e470ba036e004dc1b2b4d29c626fc5261763,64.62243727728686,17
0xfd32f6df26075be55950fcd816a8e5cef26d92c6,64.02988859012655,1
0xcecf4c6e35532c08a2d71894228ac9f7c1b6ed2c,63.85955641971727,1
0x2d7349727cfe269d0f65fa8480d8dc5a83fb5935,63.80768956179604,3
0x3181cc6cada592420ada65a0e7a6be07a1eaad67,62.97147975010394,2
0xaf711632700fd4580ca861a794826731008592f7,62.70618067727881,4
0x7b1df014f7654eed2e01acdb56d8125678cfaf5d,62.3746767097019,1
0xa4b1339b6f22f7273d724f3b179174dd4ba208fd,62.19066655244035,9
0x9555d8919c027ae30bf79357f6b58c1926d53523,61.96430013913687,6
0x0966329df22d8fac2e2ba72f7e112bf0324e27b5,61.80710350232734,34
0x0026430d2e9ff7f84c37e7e9800886a963df9048,61.23852149448804,1
0x3181113f7759011420406356eed8bccc1082d20c,60.629221855157674,135
0xc276519c3756433d54358a5c2ec472a53821e505,60.53236317974457,1
0x95dad0318c796ec52ab994c048d9eb2ded356278,60.51678654704642,10
0x0b4b6f16d69a81930eafb3745dbf45dcf8397d77,60.404795930181535,7
0x9147a8556838839c7bd252b4c175cbe98a0bb8b1,60.25572691145441,10
0x898e359cbcd637648e0d03f87fac458ada47bfef,60.2354001436039,1
0x855e3dccd478d842de3c548dd025691ce1cc6576,60.06084828577056,1
0x0000000000009cb77a0c864c0b1ca56062140580,59.24152479125162,104
0x9c875de764062fcb9e2ffdcd25ac25ecb77ee894,59.17825616531776,1
0x41851b8d55c849217a2879dfaf8423c917bf01fb,59.05670201462431,1
0x0e5f3cdbbfadc5d7b248f699ee4bd1171b63193b,58.99401120407896,1
0xed5a22e9f74033aea2126e5e4d57aba696c33e6d,58.566117334995816,1
0x5ade1e9771e763453f76baf726a9b13f7cdcab35,58.02729618596468,1
0x89a8d98ede813894867a0a997f458c34993f7b77,57.62241693070371,21
0xbe77f9c8b4cceabd86e5bcc787f495641e8928b4,57.61992534285912,18
0x93a1ecb48228b27a6241da618f97081b51144049,57.35480488677766,3
0x7ab138cc1a308f610a64ac9b7be3d545cd1b65e4,57.010713552796425,1
0x4fc5b8ccd48abe22d6aab0d9bf8f1746b8daa492,56.18280388996249,1
0x3a1e95d59a7b6e66f7b7cc4f5b1be3a67d232205,55.76068492353268,1
0xccefc69ac6aeb5f65669aedaef15421e6e8be479,55.19812574708795,40
0x0f9a4e25d30993b4002eee4db522bcb09f9a9dc6,54.58737740954097,1
0x57d531ae5b983428b0121d04659bcb3e4a97e229,54.559435436348295,51
0x1e3791e8af45840a1f7b0734e10eaed8faeeb4c7,54.52619067792856,1
0xb3af528c0790667d579215ce17f02715db1bf8b6,54.52297275918443,3
0xea37fdc71c2523c723e11e6c96c1ad887059bfb1,54.3611044859491,48
0x565fe2d7ebf4d29d17adc0cfc02470cbc2be9393,54.000557560755965,1
0x000000000075ecfeeb4a358ff305d1780a8457dc,53.999849645093235,7
0x43e13b6f1a22a75cd08d4135fb267d725b7549f1,53.91538269048479,1
0x7a96c6648e6bbadde8e79cf6a5a263abaafd02c1,53.41454900755097,23
0x09b238c9d6239fc8fca306c4f43ba171d9f3d505,52.70704597664361,1
0x4867e45e54bf42e6f881164baec55f04559ba7d6,52.61820759268396,9
0xfdf588388c98c79f9cd2588fa9282a524801d666,52.031906192742916,1
0x1b72d900ee50ca200097003100001f30ae00495b,51.91915981178433,1
0xfb072b2c977a261b33cc4ce661da2d7fa20e36cd,51.325253853175795,1
0x466d20fb1bcb25fdb6116427d4e329f2836a8ac4,51.09501454220481,1
0x8ab07bb2726d2b68f44a9291a2ab8a9555de508d,50.8302222807643,10
0x4e81bb49377815c7405e8fa64dd80e56c2ae2166,50.65556572839814,54
0x3c13729dba8b750ebde7bb02a1587296cba68e0a,50.61340244446359,28
0x4635e9856c94e48e8f76b5aa753f53c0e5360de7,50.55754068124876,18
0x270a63e7855b4d3635b58d22c4634bdac7c07c38,50.54633306909112,19
0x81e3ed2e0609830cebec3e1dab8b8f29271963ea,50.04413719765747,1
0x6bb022aff9b3015b96822f53e21530545be72ecc,50.008429354159034,1
0x492c732b04febed9294eff6af39418d8c19f034f,50.008132332614636,5
0x6002482d4bc696b0ff5a636204075a1eadcf666a,49.95494535737035,1
0x088852591a3f75eb61f3f3b09d6d9e6c97376a2b,49.60236503835571,4
0xb398d3ebbe1519416928b01c550ab16c049898a7,49.53787182160791,135
0x256b87d7374a4db22868adfef3197b29fa3c9888,49.47882984532765,8
0x7565e6c97546bcf9ad19858249f548da88a19c06,49.45373480586201,204
0x00000000500e2fece27a7600435d0c48d64e0c00,48.702805997759256,45
0x72e11eb111e3506eaec2b75fad87f66a39af87bd,48.68733078310456,1
0x12f63c03a90a91741297ea6f1b1b7344338e0bca,48.37675495488866,1
0x2d90eee511dd66342fb95d8a48244a3ef470d377,48.35946097966779,1
0x5c2d4125118b1357dd93b79401365adab0f2eec9,48.33739460113277,1
0x7fa12cc87640d9f24e4760e97089a53528253ee3,47.99559647574768,17
0x15d4150d62115eb1c2c91864cd572ad5681a2270,47.62904547661499,4
0x7ca0dd38afefac549fdbd457345184046ac9849c,47.596356974078645,1
0xa2a8b98e469f5a9b4cee741d38962280dedddd58,47.54727546317601,138
